CardID,CardName,count_win,count_total,winRate
97d18bbe-6fa9-45a4-90a9-5a1d0ea24ca3,A Fatal Melting,118,141,0.8368794326241135
6f23bf7b-49c3-4a30-aa84-542ab9f939d0,Adaptive Mutation,83,94,0.8829787234042553
141494fe-0ac3-41ad-b1e6-05aeafe060f6,Alloy of the Ancients,166,188,0.8829787234042553
3db9cb2c-3495-47a7-983e-d717a206460c,Alloyed Construct,32,63,0.5079365079365079
4aa37169-c5cf-4a5b-b927-dc31b05f6e24,Alpha Fiend,26,79,0.3291139240506329
acc7bdd1-8f5b-4738-8c4a-4542792e7388,Ancient Synergy,83,97,0.8556701030927835
d632e3f2-c5cf-49d0-aa05-0c79331f6c85,Animus of Speed,25,38,0.6578947368421053
e66178fd-b8e7-401c-b570-7832840ea902,Animus of Will,118,144,0.8194444444444444
fe73da55-8250-4f96-b3e0-91c19b3e60de,Antumbra Assault,151,262,0.5763358778625954
a83756a0-7264-47d1-a661-d8ab2420fe29,Apex Imp,21,21,1.0
118b9c0c-48a6-4d9e-99e8-477ae571a18f,Automatic Railspikes,10,13,0.7692307692307693
57921ae8-ca98-4a3b-a659-5e741d2e904a,Awake,91,119,0.7647058823529411
0c68b12a-0779-4c3c-bf64-6bc5bcf83e9f,Awoken Hollow,47,66,0.7121212121212122
a6a701f6-cb73-4880-b9b3-ed1abb3b23d4,Awoken's Rail Spike,178,204,0.8725490196078431
fc525983-11ed-4612-997e-b53b07b52d48,Battering Ram,39,54,0.7222222222222222
5336f488-1e09-40a5-97bc-5a5fde3c5e55,Big Sludge,58,75,0.7733333333333333
c778fab6-585a-40ea-9f26-c460b8b82eae,Blazing Bolts (2),40,55,0.7272727272727273
0130a4a0-2269-4003-97e1-58d1f5ce3bd8,Blazing Bolts (4),1,6,0.16666666666666666
27b0fdda-5dc4-4280-a510-fe51e550e3fb,Bog Chrysalis,63,66,0.9545454545454546
04d77166-b94f-49b6-a6b9-08b7fc455b29,Bone Dog's Favor,61,64,0.953125
099e5d09-4ed4-4fcb-9682-4ec2e77d5ddd,Bone Rattler,5,6,0.8333333333333334
4583d63b-469f-44e7-9e60-1a245bff3657,Boneshine,13,26,0.5
3e86422e-c8e4-4ec7-bc0a-0c622b7237b4,Bounty Stalker,58,79,0.7341772151898734
e5651931-70a9-422e-8780-263ea77e4c28,Bramble Lash,23,38,0.6052631578947368
f381b99b-518d-4818-b182-44d8f04110be,Branding Smite,81,101,0.801980198019802
21038774-c0a4-413c-ab7e-27e458228e5f,Calcified Ember,0,8,0.0
22193a05-0276-4483-9b8f-1637dcf7519e,Cannibalize,65,90,0.7222222222222222
8b1c7ea7-a7f4-4e21-9a2a-01a255e15d67,Cave In,79,104,0.7596153846153846
37a1de5d-4e3b-428a-9b83-006f1bf4dbce,Channelsong,21,25,0.84
ca84a9e5-f167-49d1-91cc-ba662d3c1dc4,Coldcaelia,78,101,0.7722772277227723
61f74a3a-8292-4478-b213-50cef449ed61,Consumer of Crowns,31,48,0.6458333333333334
e27358a6-e42f-410b-be76-75dfbf2bfab4,Crucible Collector,15,41,0.36585365853658536
66a6a723-6f60-47ef-8256-454de1c32475,Crucible Extension,134,159,0.8427672955974843
abae9cd1-d180-41cb-956c-5cf09cf85fa9,Crucible Warden,27,52,0.5192307692307693
75a82656-de22-4b86-b581-79ffa34f3afe,Crushing Demise,211,249,0.8473895582329317
b9ef3012-9b1c-4cca-b60b-661c79c07ddb,Crypt Builder,121,165,0.7333333333333333
768a53f0-2743-4298-82c3-8541cbecf935,Crystalline Seeds,117,127,0.9212598425196851
3224dfe8-41f9-49b9-8917-3afefb67e9dd,Cuttlehex,12,22,0.5454545454545454
175a7730-7a1c-4da1-97b8-d799e7570396,Cycle of Life,174,188,0.925531914893617
ef68dec7-0d1f-4a3a-a320-8dc16c9fc07e,Dante the Deceptive,63,70,0.9
2f83b242-0795-42fc-9e25-9e9a9f04fc1c,Dante's Candle,64,79,0.810126582278481
6a6c4a72-3e32-4995-8070-68d9240de0d5,Dark Deal,102,121,0.8429752066115702
f94572f9-d280-4990-a112-2c94f8fd7ede,Deadweight,2090,2699,0.7743608743979251
37eaa51b-62cf-4cbc-971f-6d208fd07366,Deep Offering,13,16,0.8125
c493d7e0-6731-4d8a-9ae1-56e44febb891,Demon Fiend,16,41,0.3902439024390244
3cb0976c-7cf5-4470-bb5a-7eacfb404e9a,Deranged Brute,140,159,0.8805031446540881
68a76ecf-2108-4b7f-b805-b3653cdd96bf,Devourer of Death,8,15,0.5333333333333333
3b74c955-fd58-4b60-81a7-e2d6a0aaa2d4,Draff,105,186,0.5645161290322581
6fe6bf99-7e77-4191-9136-fbbecc223bdf,Drain,115,126,0.9126984126984127
63a48bad-07da-4687-bfef-2f7c6653af5e,Dreg,282,502,0.5617529880478087
01f1fe24-f72b-4749-833b-46796463cdd7,Dripfall,154,205,0.751219512195122
096def92-500b-4b1f-89f7-43e96aa1e54a,Echo Infusion,141,152,0.9276315789473685
f892b119-fa6a-4f69-9369-10e29bcfd96e,Edge Prior,21,39,0.5384615384615384
eaaae54e-58ed-4926-b5bb-a0b36404c4b7,Eel Gorgon,21,23,0.9130434782608695
34d8ec74-19ff-498a-b51d-821e7f65cf27,Ember Cache,210,228,0.9210526315789473
87d7cda6-1568-405f-a295-5040f378b4d3,Ember Forge,29,47,0.6170212765957447
a7207665-b6d1-4cd1-997e-8a7bb789c766,Energy Syphon,99,128,0.7734375
64beabe3-0260-44e2-a47a-b07192b52f25,Enflame,57,87,0.6551724137931034
0ec5622b-a425-489e-8857-97ba023f92d3,Engine Upgrade,157,177,0.8870056497175142
4bf98c5f-73c5-42ed-af98-9dc8cf77c1ac,Engraft,141,161,0.8757763975155279
25f84315-da10-4915-aa5d-e3f1a38124b4,Engulfed in Smoke,245,272,0.9007352941176471
2260a35e-0570-4e22-a3e0-4c39acfeb933,Ensnare,187,208,0.8990384615384616
9a8943a3-d6a6-454b-91d4-d6d08dd6fd81,Entombed Explosive,101,151,0.6688741721854304
d0e1fe8a-fb2a-44e0-9d9b-a3ddd7475c34,Excavated Ember,19,21,0.9047619047619048
682ef9b9-80cb-4e00-8d57-09340d6f4cc1,Excavation Eruption,65,101,0.6435643564356436
236215da-c1dd-40b7-8793-27ce327a7e78,Feast,130,165,0.7878787878787878
a6c8ce76-3c82-47ca-a6e0-8a20e84558dd,Flash Freeze,196,246,0.7967479674796748
5a8399dd-a958-4317-b814-de0e2972ca3d,Fledgling Imp,270,344,0.7848837209302325
25787bff-d2fb-4d9a-a636-d96a5863d559,Focused Growth,213,239,0.891213389121339
126a45ce-1bde-42c1-bc69-f04ea4901655,Forever Consumed,101,120,0.8416666666666667
55a291ba-611e-4e29-93b0-08f5154ceb89,Formless Child,22,36,0.6111111111111112
1dd23b59-fa5e-44bc-83ca-de119ede4f21,Fortify,175,257,0.6809338521400778
9ed18c87-630e-4f91-a4b6-e6126e51c3b4,Frenzied Swarm,135,149,0.9060402684563759
5839cfaa-4784-4ec7-99f0-3dda42b939dc,Frozen Lance,338,498,0.678714859437751
a558ca3d-bf9b-429b-96ea-3fa4c0a5538b,Furnace Tap,137,173,0.791907514450867
cf85905c-6810-461a-a196-a73e51fbaf2f,Gem Trove,89,113,0.7876106194690266
fddb49b8-9d3e-457c-a9e8-55b7793db94c,Gifts for a Guard,18,20,0.9
21ad4f07-1568-4461-8be4-6fb2670bd90d,Glacial Seal,33,47,0.7021276595744681
47ea291c-0faa-4cbb-a559-8c57e2934ad0,Glareminder,6,6,1.0
d5dd7d58-dd1b-4c46-9308-77179c39c915,Glimmer,310,424,0.7311320754716981
70dc3602-861d-4a41-96d6-d13880835dbb,Grovel,112,129,0.8682170542635659
b5b205da-0178-4859-b7d8-3a8d75cad180,Guard of the Unnamed,59,88,0.6704545454545454
ecb7cd49-a997-43b6-9820-bf3c46db29d2,Guardian Stone,81,97,0.8350515463917526
690ba1bf-378e-4db3-a2ab-c37dc36df04b,Guardian's Amulet,59,78,0.7564102564102564
a1b4c056-c5cc-4389-ab6c-aca170119a05,Hallowed Drippings,234,278,0.841726618705036
758a0b03-3af5-4a70-82e1-4bfca40e92f0,Harness the Titan,21,28,0.75
0a97eac9-329c-41af-a27e-e6ce37efc632,Helical Crystalis,201,275,0.730909090909091
2cbf61fc-f26b-4a57-a738-79589586dba7,Hellhorned Champion,229,334,0.6856287425149701
6f770340-a37d-4e25-9a93-6b2e46f9a252,Heph the Blacksmith,14,15,0.9333333333333333
b67ca7bf-bd65-4d98-ae53-26397de1e355,Hidden Passage,161,234,0.688034188034188
a82b7b1b-31f1-4634-9cf3-197d17d61ba3,Hoarfrost Effigy,28,33,0.8484848484848485
5a88d0e1-1c31-40f0-9e8d-8068dad832e9,Horn Break,217,271,0.8007380073800738
5de24977-6800-4015-a20e-9949e79e057c,Horned Warrior,67,83,0.8072289156626506
82e21764-56cb-4e41-882f-ab3dd0c1dcbc,Husk Hermit,111,138,0.8043478260869565
27f9d3dc-b5aa-4a26-abae-aa197bedb6f2,Ice and Pyre,60,76,0.7894736842105263
d4b4e903-0d62-4a3b-bb05-002a358fcba1,Ice Tornado,102,127,0.8031496062992126
fbfda8b0-63e2-47b4-a969-8377b83333ef,Icestorm,116,134,0.8656716417910447
ff11e59c-d696-4aea-b626-432574508f40,Icy Cilophyte,33,50,0.66
3020f56f-71a5-4155-8bed-48ada7e7e0de,Immortal Trade,203,269,0.7546468401486989
61db7d04-3db6-4780-82e9-8f4d7fc2b56c,Imp-in-a-Box,114,125,0.912
4cad5d6e-3c7e-4993-9d3d-53948dae4b6d,Impish Scholar,115,136,0.8455882352941176
e6e77821-f0c2-4d76-bc7f-2efece0e065f,Imp-olate,33,42,0.7857142857142857
17f98264-cbc5-46c4-8fd8-8f86c413e228,Imp-portant Work,234,250,0.936
adfdfdab-18cf-4f2e-8664-f33dd9251ba4,Imp-pressive,68,82,0.8292682926829268
887b4b22-7f26-443f-b942-8ad620741617,Inferno,185,210,0.8809523809523809
cd5cea65-b1fb-4f25-aea1-dc2c3f6e6e18,Intent on Death,132,168,0.7857142857142857
84633260-7209-4515-9582-82605ee2a36a,Invigorating Solution,87,105,0.8285714285714286
1acb9146-44b9-476c-a30e-5778750710a1,Keeper of Echoes,81,83,0.9759036144578314
001ff190-4559-42b9-9ca0-73e557656e85,Kindle,99,105,0.9428571428571428
057f7f77-df4b-4981-9e6d-533a6e667f39,Kinhost Vessel,20,21,0.9523809523809523
b16b036b-cc04-4520-8aae-c7af7d94ca62,Lady of the House,41,72,0.5694444444444444
5ac22130-17f1-4f8e-967f-a2d3b71ef7ca,Lady of the Reformed,50,72,0.6944444444444444
3799918c-a831-4599-a65f-acfc68f582b9,Last Stand,96,101,0.9504950495049505
1fd77f47-4735-41d0-b660-66df674f1969,Legion of Wax,57,81,0.7037037037037037
d2a5feba-4ecd-4d5d-a206-ec2ebfb96667,Lil' Fade,275,287,0.9581881533101045
174fefa4-95ec-40cf-9116-fcb954c6dc4c,Lodestone Totem,48,59,0.8135593220338984
89605a1e-342e-401d-8f54-396ec12a7ede,Making of a Morsel,160,228,0.7017543859649122
ac87d3d4-c542-4950-878a-50cbc9a45919,March of the Shields,106,138,0.7681159420289855
c04c359c-9991-42bc-9040-bff7d3441248,Memento Mori,123,141,0.8723404255319149
98f20790-57cc-4bce-943a-2ad5955974d8,Memories of the Melted,111,126,0.8809523809523809
786b57d8-9790-4812-8c2a-d3463fe739d9,Mine Collapse,154,228,0.6754385964912281
dea99a2f-48c9-4246-ad44-01e84f46171e,Molded,294,416,0.7067307692307693
d8c13978-32aa-4476-b568-68a3d83e1d49,Molluscmage,46,61,0.7540983606557377
b20aaea2-cf9e-4475-aac3-abba7a0bed7e,Molten Encasement,293,324,0.904320987654321
2955e19c-a7d7-4b6a-b447-b60a976628ae,Molting Imp,97,158,0.6139240506329114
13876e8d-b111-429d-acdb-2e095fda897e,Morsel-Made,16,17,0.9411764705882353
7ff3a3e0-655c-4492-a015-a96441728882,Morselmaker,65,117,0.5555555555555556
d255dfe4-3fa7-4a47-873a-84d441889544,Morselmaster,51,107,0.4766355140186916
9113371f-f1dc-4971-b8d4-ed2930e456bc,Mortal Entrapment,64,78,0.8205128205128205
251c3fe2-3c6e-4640-9c98-532a568c5c22,Most Blessed Sword,11,14,0.7857142857142857
5259f045-a38e-4ff8-b6aa-c4efd942058f,Nameless Siren,81,105,0.7714285714285715
21567cc4-f684-48db-b377-b8289729dedc,Offering Monument,15,25,0.6
e2d5dbd1-3930-4a41-9631-bef04cbc3fa4,Offering Token,319,405,0.7876543209876543
37aa21f4-1d01-4fe5-83ce-69f52c8c2750,Onehorn's Tome,140,163,0.8588957055214724
ed072114-b62e-4f61-8892-adf775d5a34c,Overgorger,20,43,0.46511627906976744
fab34a33-f0c3-41b2-8e7a-d099bb870fc4,Packed Morsels,158,234,0.6752136752136753
b9788a77-50da-4654-acfa-960c23649984,Paraffin Enforcer,111,128,0.8671875
a2bc0531-4037-418b-a30b-9189cc580adf,Paraffin Thug,54,85,0.6352941176470588
4ca4ed47-9867-4004-acf0-171c3282751f,Perils of Production,181,234,0.7735042735042735
b7ea5e0b-c3a6-400e-825c-6e8973dd75dc,Petrified Skull,24,30,0.8
16e52d2a-12f6-418d-856c-65fa87df23bc,Petty Theft,52,72,0.7222222222222222
3ca50b9d-9c52-49c8-884f-f4409a4489c9,Preserve,174,191,0.9109947643979057
4cf1b860-5873-45ff-95aa-a583d355f344,Preserved Thorns,210,234,0.8974358974358975
fa394e19-4279-4e43-b0b3-75da045fc1eb,Primitive Mold,419,446,0.9394618834080718
2e77fd27-8322-46ce-a56f-d45844ee577e,Prism Retrieval,41,50,0.82
9f4dd6b6-4a03-4e2d-9a52-8a17b1dd2c93,Prismal Dust,300,359,0.8356545961002786
d4366b7c-588c-49aa-b2c6-2aeb30b0e01b,Purifying Cleanse,193,240,0.8041666666666667
a736e605-a4f4-4cc1-8eba-63cb0cf3515e,Pyre Chomper,131,146,0.8972602739726028
ec0980cf-9f88-4d38-9704-b89042f2f625,Pyre Shards,57,77,0.7402597402597403
2ba0f9eb-744e-4b3c-af4e-3ad39ae8a74f,Pyre-Gro,208,216,0.9629629629629629
d76be2d0-f851-4d43-bdc0-7c7a7779724f,Queen's Impling,203,223,0.9103139013452914
2ed78ce2-13c3-4e82-963f-99c9ea12d0f0,Rage Serum,166,194,0.8556701030927835
c8b428ac-a1e9-4e52-96e0-5eed522195a2,Railbeater,46,60,0.7666666666666667
8ccdb317-e3e3-47b1-95c0-662ffe3fb7c6,Razorsharp Edge,419,498,0.8413654618473896
0a256fdf-bd45-49a0-a9e6-a48dd182eca2,Reinforce,85,99,0.8585858585858586
6534ff5b-d036-4b2f-ac21-70ee4d68700e,Remant Pact,140,161,0.8695652173913043
7052d604-bf4b-49cb-a1a9-1a0c47033c50,Remnant Champion,183,325,0.563076923076923
b8f0ce9f-65ef-49cd-87e5-a75dd95b7032,Remnant Host,53,74,0.7162162162162162
974f9021-d1e3-4b8b-b348-d737a1868ed1,Resin Removal,220,242,0.9090909090909091
5f4f426e-3ca6-4a04-bede-3eab9a3723a9,Restoration Detonation,156,222,0.7027027027027027
d81f1f43-f20e-4459-9fc4-19e5836a876f,Restore,347,589,0.5891341256366723
e2a9868d-1f0e-47b1-abe4-490ee940270b,Restoring Retreat,64,80,0.8
9d801796-2b9f-496a-96fe-99b28bb32251,Retch,112,119,0.9411764705882353
f9f20326-dccb-44af-894b-467534afab4a,Ritual of Battle,342,404,0.8465346534653465
5b88c130-70b3-42cc-9903-4d245b4f946f,Sacred Wicks,74,86,0.8604651162790697
a27a5954-d63a-4b7c-9cff-308aa6a91314,Sacrificial Resurrection,38,53,0.7169811320754716
d96af7f1-0efc-4859-9077-83618b9176dd,Shadesplitter,260,506,0.5138339920948617
aa94ef0c-0fd8-4d42-992f-25345d3717b5,Shadoweater,91,109,0.8348623853211009
4dd2be98-c73c-4f96-865f-6c24cc42e91d,Shadowsiege,19,30,0.6333333333333333
1362aa8c-d7b4-49b9-a4f7-268f47de4aa6,Shard Channeler,20,30,0.6666666666666666
2ff4ef73-00f4-4bd5-b868-607320188980,Sharpen,158,235,0.6723404255319149
57985d47-d8ac-46be-8545-20a51209fc4f,Shattered Shell,167,186,0.8978494623655914
e4c1814d-3c45-47aa-afdd-cb3fbe8e821d,Shroud Mitosis,62,80,0.775
fecc00fd-70ef-473e-bfa1-35c221540d43,Shroud Spike,133,164,0.8109756097560976
4b7a0257-6f1b-4dde-8c97-b5ca5bd06fc7,Siren of the Sea,86,112,0.7678571428571429
8ccceee7-0eb9-4aa0-9268-ff83b6f6c54e,Siren's Song,35,45,0.7777777777777778
45ace521-7551-4473-a4d7-2cf7ecc9fa44,Space Prism,356,466,0.7639484978540773
7684a346-ac5f-41a4-8c88-1691784a185e,Spike of the Hellhorned,214,230,0.9304347826086956
bc5cea85-5b63-49fb-bd2b-fe057c015cdd,Spike of the Stygian,34,38,0.8947368421052632
b089b640-b979-4f33-8524-89123f6d2bfe,Spikedriver Colony,18,24,0.75
ce089ee2-6dcf-42b2-afbb-caea050fe87c,Spreading Spores,69,82,0.8414634146341463
84314844-3a47-4173-9d34-5d15de013571,Steel Enhancer,345,410,0.8414634146341463
b33b62d2-5fa5-4bae-a23d-93832330e7e8,Steel Pulleyclaw,91,108,0.8425925925925926
55f5945e-8cb3-4577-9207-a92c5deb78d5,Steelsinger,12,12,1.0
600ef4bf-59ec-45b6-a3e7-273cbb43c7bb,Steelworker,29,55,0.5272727272727272
356a00a4-010b-462b-b683-2ef296d076a8,Sting,272,327,0.8318042813455657
35fcb075-2aeb-4a51-92f9-e3d198784906,Stygian Champion,177,243,0.7283950617283951
f29d063b-cb41-44ee-8118-4db66b6f8195,Subsuming Blade,115,139,0.8273381294964028
d14a50f3-728d-43e1-87f0-ef1b013f6697,The Sentient,162,252,0.6428571428571429
8c404be7-7179-461c-8e7d-b5fdb296174c,Thorned Hollow,23,45,0.5111111111111111
b071165e-633e-40dd-a80e-5b1bca1ac218,Thy Holiest Shield,35,37,0.9459459459459459
9170969d-ab4b-4de2-8d24-674a65aa2894,Tiresome Climb,156,168,0.9285714285714286
545a9444-3773-4867-bfa1-e6032646552f,Titan Sentry,195,239,0.8158995815899581
9de23f57-7471-4c57-9b2e-b47f17e5f278,Titan's Gratitude,71,109,0.6513761467889908
73d96e11-7665-4915-8301-e3e6ffdafb51,Titanstooth,62,114,0.543859649122807
f1dbd7d5-74fc-4507-aba1-dc1a8ec9393b,Torch,399,651,0.6129032258064516
d14a50f3-728d-43e1-87f0-ef1b013f6678,Train Steward,283,751,0.37683089214380827
57c1d696-f48d-48a3-9ac5-e868f3f669fe,Transcendimp,196,204,0.9607843137254902
02709245-5f76-4831-ae7c-1cdd637e1def,Trap Chute,110,121,0.9090909090909091
41600212-9122-46e2-a607-545a86830574,Umbra Champion,154,305,0.5049180327868853
e77e9f90-8a79-4af5-bbb1-31a99bdf2466,Umbra Stone,294,327,0.8990825688073395
d861b6a6-d8ef-4d58-8ebd-9f0abc276456,Unleash the Wildwood,178,199,0.8944723618090452
561f7a74-93a3-438f-9bfd-fbc84d979bdd,Unnamed Tome,248,266,0.9323308270676691
9ea70171-8afd-4fab-ad54-7ff5c8b478b8,Urchin Spines,38,48,0.7916666666666666
186180e9-94e9-47d0-b69c-865b9a6d27a4,Vengeful Shard,99,125,0.792
a54a1fa9-8cf3-4be2-a9c6-d0e50bb82c7d,Vent,245,322,0.7608695652173914
1450e56b-ca09-453a-937a-97bd44bcb3de,Vine Grasp,132,186,0.7096774193548387
8917df91-1517-4490-abd1-b58a065807fe,Vinemother,27,39,0.6923076923076923
777eb807-d29c-45e5-b1f2-cafd768ce2a5,Void Binding,142,166,0.8554216867469879
e9bb0dfe-ecf7-4046-be6d-f6f00893662f,Votivary,51,69,0.7391304347826086
8d291f9a-30a1-4a6d-8d9e-6dc2df4432d1,Waxen Spike,173,179,0.9664804469273743
61d9f4f1-80f5-416b-bf22-1836925c8ccd,Welder Helper,180,258,0.6976744186046512
d930a4fe-1419-4c21-9ef2-fda4e25ee90b,Wicked Blaze,146,173,0.8439306358381503
194685d1-6c39-42ce-9208-bcadcf5c34a9,Wicklash,258,315,0.819047619047619
4cf9eb1d-b852-4514-8f32-831bc38276ec,Wickless Baron,123,161,0.7639751552795031
2d5f5f3d-fefb-448c-a819-4c82b0c6b17b,Wickless Recruitment,63,78,0.8076923076923077
918f8345-8660-49de-a764-d16e76343abc,Wickless Tycoon,64,89,0.7191011235955056
58ac2b3e-ad25-4620-b814-6a3a74175aa4,Wildwood Custodian,39,58,0.6724137931034483
acc303db-30ea-4ff1-8e46-97344210cb6b,Wildwood Sap,346,430,0.8046511627906977
331b6cd2-cdf9-452e-a35d-5d310240190d,Wildwood Tome,176,204,0.8627450980392157
107ecf70-99f8-47d1-b1e1-8627fff3f574,Wilting Sapwood,13,23,0.5652173913043478
126c5aac-3d6d-4452-825b-1af9e46c01e8,Old Magic,210,219,0.958904109589041
